arm,config_key,pipeline_stages,dimensionality,cv_mean_accuracy,cv_std_accuracy,cv_mean_macro_f1,cv_std_macro_f1,fold1_accuracy,fold2_accuracy,fold3_accuracy,fold4_accuracy,fold5_accuracy,recall_Unripe,recall_Ripe,recall_Rotten,extraction_mean_s,rows,descriptor,background_only_control,beats_background_control,reference_arm,paired_diff_mean,paired_diff_sd,within_noise,paired_t_supporting,paired_p_supporting
glcm_40,baseline,4,40,0.6039324660014316,0.023271559334490374,0.604765940040786,0.023999013331407002,0.5873015873015873,0.583554376657825,0.5941644562334217,0.6153846153846154,0.6392572944297082,0.6764227642276422,0.5899053627760252,0.5478806907378336,0.0010517841993640804,1886,5 Haralick properties x 2 distances x 4 angles,0.7395833333333334,False,glcm_40,0.0,0.0,True,,
intensity_moments_4,intensity_moments,2,4,0.5169691100725583,0.016630537012593698,0.5152235988006885,0.015590910293454475,0.5132275132275133,0.5251989389920424,0.4986737400530504,0.5411140583554377,0.506631299734748,0.616260162601626,0.4747634069400631,0.4631083202511774,0.0005218006892981486,1886,"mean, variance, skewness, kurtosis",0.7395833333333334,False,glcm_40,-0.08696335592887319,0.028737806848858655,False,-6.766555862497656,0.0024885738501764054
