,precision,recall,f1,support
Unripe,0.6666666666666666,0.711864406779661,0.6885245901639344,59
Ripe,0.5396825396825397,0.576271186440678,0.5573770491803278,59
Rotten,0.8269230769230769,0.7166666666666667,0.7678571428571429,60
