class,n,mean_coverage,median_coverage,n_failed,pct_failed,pct_polarity_dark,mean_border_std,pct_plain_background
UnripeApple,1934,0.3284048216462128,0.3176717952806123,6,0.3102378490175801,50.723888314374356,49.78620625646589,5.635987590486039
RipeApple,1693,0.5324333479053908,0.5372688137755102,0,0.0,59.71647962197283,87.89138419559546,14.235085646780862
RottenApple,2342,0.4324905368117038,0.3752491230867347,5,0.2134927412467976,68.57386848847139,84.83728672378332,23.05721605465414
