class,name,coverage,polarity,failed,border_std
40%,citra85.jpg,0.548469387755102,dark,False,43.62705883389031
40%,citra86.jpg,0.5458386479591837,dark,False,43.458349902899975
40%,citra87.jpg,0.5430683992346939,dark,False,43.35750029152356
40%,citra88.jpg,0.5450813137755102,dark,False,43.223949168144024
40%,citra89.jpg,0.5450215242346939,dark,False,43.20396559860226
40%,citra9.jpg,0.5470543686224489,dark,False,25.98748524397679
40%,citra90.jpg,0.5461176658163265,dark,False,43.109247101653345
40%,citra91.jpg,0.5457190688775511,dark,False,42.975388509059854
40%,citra92.jpg,0.5476721938775511,dark,False,42.93871304608621
40%,citra93.jpg,0.5490473533163265,dark,False,42.951776939092014
40%,citra94.jpg,0.5476921237244898,dark,False,42.903133000171664
40%,citra95.jpg,0.6746253188775511,dark,False,32.562848457362314
40%,citra96.jpg,0.6732302295918368,dark,False,32.79541504310914
40%,citra97.jpg,0.6839325573979592,dark,False,34.419086594603336
40%,citra98.jpg,0.6839724170918368,dark,False,34.3640619640874
40%,citra99.jpg,0.6845304528061225,dark,False,34.2792553512378
60%,citra1.jpg,0.3994140625,dark,False,32.21572318716256
60%,citra10.jpg,0.5845025510204082,dark,False,41.61412174849924
60%,citra100.jpg,0.7172751913265306,dark,False,50.29949854005241
60%,citra11.jpg,0.5852000956632653,dark,False,41.55220581687373
60%,citra12.jpg,0.5830875318877551,dark,False,41.531928993281305
60%,citra13.jpg,0.5831672512755102,dark,False,41.51031773393613
60%,citra14.jpg,0.5822504783163265,dark,False,41.46428904872138
60%,citra15.jpg,0.5839046556122449,dark,False,41.44561525814535
60%,citra16.jpg,0.5841637436224489,dark,False,41.41629333611733
60%,citra17.jpg,0.2866310586734694,dark,False,40.83228274509025
60%,citra18.jpg,0.2846779336734694,dark,False,40.62460464969157
60%,citra19.jpg,0.2806919642857143,dark,False,40.45477926546008
60%,citra2.jpg,0.3979990433673469,dark,False,32.21149771632012
60%,citra20.jpg,0.289241868622449,dark,False,40.328115144892934
60%,citra21.jpg,0.2928491709183674,dark,False,40.23589241673917
