cls,spec,fallback,n_empty,coh0,coh1,coh2,coh3,share0,share1,share2,share3
Unripe,0.0017526640493550196,0,0,0.9486144740382029,0.9613617941097001,0.9002915451895044,0.932173400176939,26.10436126132453,25.991993819790714,24.088770278811715,23.81487464007304
Unripe,0.0019449647024924362,0,0,0.961917808219178,0.936646323743098,0.9244016345592527,0.9011384062312762,26.344280043305666,24.835799350415012,24.727535185853483,24.09238542042584
Unripe,0.012979839823253245,0,0,0.9535775127768313,0.9310171198388721,0.952191235059761,0.8845565749235474,32.84834918858422,27.783995523223282,21.0688304420817,18.2988248461108
Unripe,0.012674094707520891,0,0,0.9238578680203046,0.9130895601483837,0.9452968645763843,0.8797610156833457,33.34743969530258,26.618705035971225,21.145436591902946,18.888418676823246
Unripe,0.0,0,0,0.9610685998120553,0.9333984375,0.9487599918015986,0.887595874107379,35.08879363135334,24.117951858307034,22.982712327476566,17.810542182863067
Unripe,0.0,0,0,0.9641434262948207,0.923331130204891,0.9240305149396059,0.9134662129314536,42.76481992832383,26.66705833969802,18.48305034956818,12.085071382409964
Unripe,0.000159303313508921,0,0,0.9875618733341794,0.9642053973013494,0.8554311018494399,0.9436619718309859,41.845026289234696,28.339263901428644,20.388762016039088,9.426947793297574
Unripe,0.0009922603691208574,0,0,0.9504893494530801,0.8992974238875878,0.8861867704280155,0.8532388663967612,34.50536352800954,25.446960667461266,20.42113627334128,19.626539531187923
Unripe,0.00021234803843499497,0,0,0.9880483153210426,0.9696341003394945,0.8524800822410691,0.9430985915492958,41.761801093824666,28.15271066744544,20.660542664471937,9.424945574257952
Unripe,0.008138119866139337,0,0,0.9619102861562259,0.8767420253948591,0.7950310559006211,0.882816605359958,39.65953531170923,24.760371137182734,20.98765432098765,14.592439230120391
Unripe,0.008298439284354777,0,0,0.9622132253711201,0.8759642085775995,0.7873730043541364,0.8789359391965255,39.82035928143712,24.881007216336556,21.157684630738522,14.140948871487794
Unripe,0.00584619093539055,0,0,0.9572993516655488,0.7875055978504254,0.7967900595392182,0.8529650690495532,27.11730827523492,27.074871173082755,23.419217944831765,22.38860260685056
Unripe,0.006052169702838468,0,0,0.8082589285714286,0.9468926553672317,0.8015267175572519,0.8499596665770368,27.27881629422152,26.943920112037993,23.132192656640076,22.64507093710041
Unripe,0.006372631225893007,0,0,0.9558093346573983,0.9427312775330396,0.8640167364016736,0.7882882882882883,33.9915611814346,26.81856540084388,24.202531645569618,14.987341772151899
Unripe,0.005812022583859183,0,0,0.962172647914646,0.9387630128597673,0.8631875881523272,0.7848970251716247,34.44128946049774,27.27576415567062,23.684650075162853,14.598296308668782
Unripe,0.012835472578763127,0,0,0.914054054054054,0.9042821158690176,0.939487975174554,0.907112970711297,31.239446133063154,26.815265113137453,21.76629517055049,20.178993583248904
Unripe,0.012639281556627307,0,0,0.9135477069056405,0.9036065573770492,0.9373549883990719,0.8911620294599017,31.952164392790973,25.686373589354893,21.77867609903992,20.582785918814217
Unripe,0.0,0,0,0.9615384615384616,0.8426395939086294,0.9001322751322751,0.8152727272727273,30.245583800086166,28.292402699985637,21.714778112882378,19.747235387045812
Unripe,0.0,0,0,0.9914163090128756,0.9865067466266867,0.8393822393822394,0.9266932270916335,26.46724725482772,25.255585005679666,24.51722832260507,23.759939416887544
Unripe,0.0,0,0,0.9624167459562322,0.7996902426432628,0.8954248366013072,0.7983014861995754,30.105986823259812,27.742767115439705,21.9134918361501,20.237754225150386
Unripe,0.0,0,0,0.9899764150943396,0.8970476911430735,0.9374768775434702,0.6006984866123399,40.339332434789505,31.419963529691586,21.43027035598192,6.8104336795369855
Unripe,0.0,0,0,0.9920810313075507,0.916030534351145,0.8412832418742086,0.553742802303263,42.08649821733065,31.475740195318558,18.361494341962487,8.076267245388312
Unripe,0.0,0,0,0.9471993575587232,0.8818031885651457,0.7906846240179574,0.842152466367713,34.55907860958857,25.24110178311247,24.727676403247067,15.472143204051896
Unripe,0.0,0,0,0.9310511089681774,0.8980597474591931,0.8280657395701644,0.8433408577878104,32.47220917488649,25.418819477062783,24.769062157507438,17.33990919054329
Unripe,0.0014027560029705422,0,0,0.9836106908724155,0.8666026871401151,0.7904022582921666,0.9181985294117647,32.771442736737725,25.83044124938027,23.417616922822674,17.98049909105933
Unripe,0.0013969923576300435,0,0,0.9796021153361874,0.85965483555845,0.8920249425664588,0.9243819680077557,32.67774851876234,25.271560236998024,25.074061882817645,16.97662936142199
Unripe,0.07412953949831524,0,0,0.9174603174603174,0.9164733178654292,0.9278969957081545,0.9594742606790799,31.84391427416094,26.14233724221593,23.55438738374444,18.45936109987869
Unripe,0.10801899235030335,0,0,0.8849246231155778,0.9260658391797085,0.9104761904761904,0.8468401486988848,29.424811474197842,27.399083247079698,23.288481443146534,19.887623835575926
Unripe,0.13513089825991534,0,0,0.996386164171399,0.983860955927995,0.9644097222222222,0.9534883720930233,35.10966104767084,29.200652528548126,20.880913539967374,14.808772883813667
Unripe,0.0,0,0,0.9831378299120235,0.9858841010401189,0.9310344827586207,0.8536392405063291,25.98095238095238,25.63809523809524,24.304761904761904,24.076190476190476
Unripe,0.1352156862745098,0,0,0.9922799794132784,0.9849812265331664,0.9630606860158312,0.9497005988023952,35.24396880101578,28.986033012878647,20.62397968438237,15.1460185017232
