technique_a,technique_b,mean_a,mean_b,mean_difference,t_statistic,p_value,n_folds,meets_3pt_target
E1,T1,0.865336879432624,0.8482269503546099,0.017109929078014164,1.3867676735903711,0.23779131455845895,5,False
E2,T1,0.865336879432624,0.8482269503546099,0.017109929078014164,1.3867676735903711,0.23779131455845895,5,False
E3,T1,0.8398049645390071,0.8482269503546099,-0.00842198581560285,-1.632842398511009,0.177839342079213,5,False
