strategy,techniques,dropped,cv_mean_accuracy,cv_std_accuracy
E1_feature_fusion,T1+T2,T3,0.8358156028368795,0.057226018501653875
E3_decision_fusion,T1+T2,T3,0.8482269503546099,0.022060043992901845
E1_feature_fusion,T1+T3,T2,0.8777482269503546,0.05037458399171566
E3_decision_fusion,T1+T3,T2,0.8482269503546099,0.022060043992901845
E1_feature_fusion,T2+T3,T1,0.6877659574468085,0.03736652174859401
E3_decision_fusion,T2+T3,T1,0.6750886524822695,0.05231811050089621
