path,class_folder,source,variant,coverage,reason,substituted
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (26).jpg,RipeApple,primary,2,0.08280851403061225,"GrabCut grew to only 1.33x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (281).jpg,RipeApple,primary,0,0.07507573341836735,"GrabCut grew to only 1.21x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (281).jpg,RipeApple,primary,1,0.0780452806122449,"GrabCut grew to only 1.25x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (281).jpg,RipeApple,primary,2,0.06983418367346939,"GrabCut grew to only 1.12x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (281).jpg,RipeApple,primary,3,0.07559390943877552,"GrabCut grew to only 1.21x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (282).jpg,RipeApple,primary,0,0.07477678571428571,"GrabCut grew to only 1.20x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (282).jpg,RipeApple,primary,1,0.06921635841836735,"GrabCut grew to only 1.11x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (282).jpg,RipeApple,primary,2,0.08446269132653061,"GrabCut grew to only 1.36x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (282).jpg,RipeApple,primary,3,0.07573341836734694,"GrabCut grew to only 1.22x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (375).jpg,RipeApple,primary,3,0.09139827806122448,"GrabCut grew to only 1.47x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (376).jpg,RipeApple,primary,0,0.08579799107142858,"GrabCut grew to only 1.38x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (376).jpg,RipeApple,primary,2,0.09161750637755102,"GrabCut grew to only 1.47x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RipeApple\RipeApple (376).jpg,RipeApple,primary,3,0.08302774234693877,"GrabCut grew to only 1.33x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (103).jpg,RottenApple,primary,0,0.07908163265306123,"GrabCut grew to only 1.27x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (103).jpg,RottenApple,primary,1,0.06995376275510204,"GrabCut grew to only 1.12x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (103).jpg,RottenApple,primary,2,0.07786591198979592,"GrabCut grew to only 1.25x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (103).jpg,RottenApple,primary,3,0.07842394770408163,"GrabCut grew to only 1.26x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (499).jpg,RottenApple,primary,0,0.09271364795918367,"GrabCut grew to only 1.49x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (499).jpg,RottenApple,primary,1,0.09223533163265306,"GrabCut grew to only 1.48x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (499).jpg,RottenApple,primary,2,0.08743223852040816,"GrabCut grew to only 1.40x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (499).jpg,RottenApple,primary,3,0.09229512117346939,"GrabCut grew to only 1.48x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (500).jpg,RottenApple,primary,0,0.09235491071428571,"GrabCut grew to only 1.48x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (500).jpg,RottenApple,primary,1,0.09261399872448979,"GrabCut grew to only 1.49x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (500).jpg,RottenApple,primary,2,0.09317203443877552,"GrabCut grew to only 1.50x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (500).jpg,RottenApple,primary,3,0.09291294642857142,"GrabCut grew to only 1.49x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (208).jpg,UnripeApple,primary,0,0.08771125637755102,"GrabCut grew to only 1.41x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (223).jpg,UnripeApple,primary,0,0.08595742984693877,"GrabCut grew to only 1.38x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (242).jpg,UnripeApple,primary,0,0.0684390943877551,"GrabCut grew to only 1.10x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (243).jpg,UnripeApple,primary,0,0.08826929209183673,"GrabCut grew to only 1.42x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (244).jpg,UnripeApple,primary,0,0.08890704719387756,"GrabCut grew to only 1.43x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (252).jpg,UnripeApple,primary,0,0.08824936224489796,"GrabCut grew to only 1.42x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (325).jpg,UnripeApple,primary,0,0.08882732780612244,"GrabCut grew to only 1.43x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (326).jpg,UnripeApple,primary,0,0.08956473214285714,"GrabCut grew to only 1.44x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (402).jpg,UnripeApple,primary,0,0.08587771045918367,"GrabCut grew to only 1.38x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (404).jpg,UnripeApple,primary,0,0.0836654974489796,"GrabCut grew to only 1.34x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\UnripeApple\UnripeApple (457).jpg,UnripeApple,primary,0,0.07720822704081633,"GrabCut grew to only 1.24x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
N:\Degree\IP\Assignment\ImageProcessing\data\primary\RottenApple\RottenApple (104).jpg,RottenApple,primary,0,0.07884247448979592,"GrabCut grew to only 1.27x its seeded foreground core (minimum 1.50x), so the image offers no fruit-like region to segment",False
