strategy,arm,description,dimensionality,cv_mean_accuracy,cv_std_accuracy,cv_mean_macro_f1,cv_std_macro_f1,delta_vs_full_e2,fold1_accuracy,fold2_accuracy,fold3_accuracy,fold4_accuracy,fold5_accuracy,rows
E2_regional_weighting,E2_full,"both sub-regions, real blemish mask",154,0.9374223583753561,0.012572501795608206,0.9377156628002747,0.0124695422933659,0.0,0.9365079365079365,0.9389920424403183,0.9413333333333334,0.9177718832891246,0.9525065963060686,7542
E2_regional_weighting,E2_healthy_only,healthy sub-region descriptors only,77,0.9194004520144816,0.01181702877556154,0.919523978445911,0.01197049153605718,0.01802190636087453,0.9074074074074074,0.9257294429708223,0.9226666666666666,0.9071618037135278,0.9340369393139841,7542
E2_regional_weighting,E2_blemished_only,blemished sub-region descriptors only,77,0.921011717116239,0.017443768085064187,0.9213435877620644,0.017644916496307846,0.016410641259117176,0.9021164021164021,0.9336870026525199,0.936,0.9018567639257294,0.9313984168865436,7542
E2_regional_weighting,E2_random_mask,"split kept, blemish mask relocated on the same fruit",154,0.9125051842949758,0.010832813548410267,0.9130114947928044,0.010646233075011124,0.0249171740803803,0.9047619047619048,0.9230769230769231,0.912,0.8992042440318302,0.9234828496042217,7542
