arm,config_key,dropped_feature,dimensionality,cv_mean_accuracy,cv_std_accuracy,cv_mean_macro_f1,cv_std_macro_f1,fold1_accuracy,fold2_accuracy,fold3_accuracy,fold4_accuracy,fold5_accuracy,recall_Unripe,recall_Ripe,recall_Rotten,precision_Unripe,precision_Ripe,precision_Rotten,extraction_mean_s,fit_seconds_mean,pipeline_stages,rows,representation,reference_arm,paired_diff_mean,paired_diff_sd,within_noise,paired_t_supporting,paired_p_supporting
dominant_colour,t1_default,,37,0.8833410523065695,0.01485044214636,0.8834933144294261,0.0149194077701246,0.902116402116402,0.8726790450928382,0.870026525198939,0.8753315649867374,0.896551724137931,0.9723577235772358,0.8753943217665615,0.8053375196232339,0.9417322834645668,0.8210059171597633,0.8921739130434783,0.0288652319812698,0.0394615398719906,4,1886,MPEG-7 dominant colour,dominant_colour,0.0,0.0,True,,
colour_histogram,histogram,,105,0.8828175655761863,0.0130822462298877,0.8832409026122946,0.0130849390671921,0.8888888888888888,0.8620689655172413,0.8938992042440318,0.8779840848806366,0.8912466843501327,0.959349593495935,0.8564668769716088,0.8351648351648352,0.9424920127795527,0.8471138845553822,0.8594507269789984,0.002444589667838,0.0503392199985682,2,1886,32-bin histogram plus moments,dominant_colour,-0.0005234867303832713,0.014926945574428198,True,-0.07841871658334489,0.9412611904295695
