true,Unripe,Ripe,Rotten
Unripe,0.7853658536585366,0.16260162601626016,0.05203252032520325
Ripe,0.23186119873817035,0.6324921135646687,0.13564668769716087
Rotten,0.11145996860282574,0.14599686028257458,0.7425431711145997
