true,Unripe,Ripe,Rotten
Unripe,0.9788617886178862,0.01951219512195122,0.0016260162601626016
Ripe,0.015772870662460567,0.9274447949526814,0.056782334384858045
Rotten,0.012558869701726845,0.09419152276295134,0.8932496075353218
