true,Unripe,Ripe,Rotten
Unripe,0.9691056910569106,0.027642276422764227,0.0032520325203252032
Ripe,0.028391167192429023,0.9006309148264984,0.07097791798107256
Rotten,0.02511773940345369,0.1271585557299843,0.847723704866562
