true,Unripe,Ripe,Rotten
Unripe,0.7252032520325203,0.183739837398374,0.0910569105691057
Ripe,0.2807570977917981,0.5678233438485805,0.15141955835962145
Rotten,0.16169544740973313,0.25745682888540034,0.5808477237048666
