true,Unripe,Ripe,Rotten
Unripe,0.975609756097561,0.02113821138211382,0.0032520325203252032
Ripe,0.015772870662460567,0.9242902208201893,0.05993690851735016
Rotten,0.018838304552590265,0.10832025117739404,0.8728414442700158
