true,Unripe,Ripe,Rotten
Unripe,0.9658536585365853,0.030894308943089432,0.0032520325203252032
Ripe,0.025236593059936908,0.9085173501577287,0.06624605678233439
Rotten,0.01726844583987441,0.11773940345368916,0.8649921507064364
