true,Unripe,Ripe,Rotten
Unripe,0.9804878048780488,0.014634146341463415,0.004878048780487805
Ripe,0.031545741324921134,0.88801261829653,0.0804416403785489
Rotten,0.01726844583987441,0.11459968602825746,0.8681318681318682
