true,Unripe,Ripe,Rotten
Unripe,0.9869918699186991,0.013008130081300813,0.0
Ripe,0.02365930599369085,0.9384858044164038,0.03785488958990536
Rotten,0.012558869701726845,0.0989010989010989,0.8885400313971743
