true,Unripe,Ripe,Rotten
Unripe,0.975609756097561,0.01951219512195122,0.004878048780487805
Ripe,0.02365930599369085,0.8943217665615142,0.08201892744479496
Rotten,0.018838304552590265,0.13657770800627944,0.8445839874411303
