true,Unripe,Ripe,Rotten
Unripe,0.9772357723577236,0.013008130081300813,0.00975609756097561
Ripe,0.02365930599369085,0.9274447949526814,0.04889589905362776
Rotten,0.02197802197802198,0.12244897959183673,0.8555729984301413
