true,Unripe,Ripe,Rotten
Unripe,0.975609756097561,0.01951219512195122,0.004878048780487805
Ripe,0.022082018927444796,0.8958990536277602,0.08201892744479496
Rotten,0.01726844583987441,0.13814756671899528,0.8445839874411303
