true,Unripe,Ripe,Rotten
Unripe,0.8341463414634146,0.11219512195121951,0.05365853658536585
Ripe,0.1971608832807571,0.6151419558359621,0.18769716088328076
Rotten,0.06750392464678179,0.12401883830455258,0.8084772370486656
